,January,February,March,April,May,June,July,August,September,October,November,December,Year
SLB,26.334568,26.051214,25.920628,25.831448,25.594858,25.283634,24.848852,25.023783,25.531061,25.92727,26.058187,26.2353,25.720066916666664
SLE,25.584732,27.125162,27.807657,27.634495,26.928925,25.999445,24.945675,24.722599,25.395329,25.91138,26.158096,25.580011,26.149458833333338
SLV,23.942936,24.412403,25.693716,26.378845,25.912907,24.965012,25.255573,25.04094,24.43079,24.260445,23.730381,23.56014,24.798674000000002
SMR,1.8926605,2.8344035,5.53578,9.014679,13.784404,17.781193,20.343578,20.244495,16.36468,11.731651,7.177523,3.244037,10.829090333333333
SOM,25.17408,26.071081,27.391886,28.269669,28.394459,28.001118,27.221302,27.229055,27.870647,26.91565,25.981283,25.266474,26.982225333333336
SRB,-1.5981281,0.08323531,4.7583013,10.130596,15.109471,18.570501,20.702,20.533157,16.491955,10.958772,5.2978005,1.0357337,10.172782892499999
STP,24.65387,25.048214,25.05506,24.995237,24.44137,23.115774,22.127678,22.206547,22.897024,23.347025,23.932142,24.363392,23.848611083333328
SUR,25.064219,25.021162,25.322594,25.561592,25.676636,25.570452,25.537178,26.028763,26.489002,26.72194,26.467152,25.622818,25.756959
SVK,-3.5987363,-1.8066326,2.6703115,7.8955107,12.924893,15.9788,17.826693,17.355785,13.490389,8.412096,2.7119744,-1.764418,7.674722141666667
SVN,-1.0069841,0.65000993,4.5536966,8.748871,13.374265,16.728075,18.732298,18.362186,14.850774,9.99226,4.640859,0.48651785,9.176069023333334
SWE,-8.793123,-8.3844185,-4.721192,0.47401214,6.2438917,11.282265,14.055145,12.5060425,8.020651,2.559723,-3.1960998,-6.9367523,1.9258453949999996
SWZ,23.445671,23.282085,22.228275,20.129202,17.584608,15.116539,15.115866,16.79847,18.981802,20.216404,21.336197,22.737982,19.747758416666667
SYC,27.30015,27.729761,28.14613,28.333035,27.85744,26.601786,25.73765,25.830505,26.369196,26.90595,27.392115,27.359821,27.130294916666667
SYR,6.248657,7.915181,11.40337,16.369259,21.575268,25.9461,28.765263,28.74714,25.385609,20.135172,13.176204,7.892316,17.79662825
TCA,23.084404,23.379818,24.021101,24.838531,25.860092,27.024313,27.479816,27.697247,27.652752,26.966974,25.298166,23.951376,25.60454916666666
TCD,20.613647,23.127134,26.48885,29.514517,30.955069,30.718454,29.29678,28.18562,28.326984,27.278034,23.95776,21.29295,26.646316583333334
TGO,26.931253,28.809952,29.728931,29.322851,28.120224,26.459433,25.435287,25.118853,25.713161,26.681011,27.263952,26.70897,27.1911565
THA,23.343704,25.150795,27.242218,28.698391,28.209482,27.467484,27.009995,26.854847,26.70174,26.162918,24.733213,23.124678,26.22495541666667
TJK,-9.520766,-7.779691,-2.397693,4.190319,8.626362,13.195508,16.414597,15.760424,11.100433,4.8351545,-1.5464776,-6.60468,3.856124158333333
TKL,27.926605,27.951376,28.252295,28.431192,28.311926,27.897247,27.807339,27.880733,28.21376,28.201834,28.234863,28.030277,28.094953916666668
TKM,0.9649124,2.9651012,8.239728,15.629379,21.81285,26.521397,28.981602,27.342615,21.73786,14.66042,8.0086975,2.8297377,14.974524983333334
TLS,25.596113,25.574139,25.649673,25.608738,25.172434,24.414036,24.017902,24.278263,24.925676,25.86477,26.321217,25.735296,25.263188083333333
TON,26.450893,26.890179,26.35268,25.718155,24.613392,23.926785,23.210714,23.029167,23.521725,24.127975,24.950298,25.70893,24.875074416666664
TTO,24.795,24.915535,25.445713,26.219288,26.784464,26.422678,26.19875,26.497677,26.67625,26.578928,26.129108,25.299107,25.996874833333333
TUN,10.239565,11.576739,14.459531,17.687132,21.670462,26.041798,28.633968,28.749126,25.875525,21.04827,15.643389,11.627062,19.43771391666667
TUR,0.05915284,1.3149598,5.0951185,10.266313,14.947832,18.999374,22.324322,22.372915,18.677189,13.454915,7.518997,2.444662,11.456312511666667
TUV,28.266308,28.251785,28.280893,28.30994,28.492085,28.213215,27.992203,28.000477,28.136963,28.122858,28.27143,28.288036,28.21884941666666
TWN,14.061826,13.846216,15.909688,18.987638,21.768797,23.771206,24.93456,24.660677,23.783136,21.224218,18.30001,15.583763,19.735977916666666
TZA,23.25483,23.443956,23.389551,22.870039,21.995354,20.637785,20.281836,21.205212,22.461218,23.613304,23.753254,23.410606,22.52641208333333
UGA,23.283619,23.855742,23.754679,23.15697,22.597462,22.031982,21.566397,21.785507,22.158686,22.51832,22.685402,22.7114,22.67551383333333
UKR,-4.652412,-3.7391124,1.2453619,8.896112,15.097099,18.675446,20.612228,19.78912,14.9323635,8.728827,2.6919782,-2.2193742,8.338136416666666
UMI,25.0,24.95,25.216667,25.566668,26.2,26.8,27.2,27.5,27.5,27.2,26.3,25.45,26.240277916666667
URY,23.747364,23.318165,21.345388,17.832386,14.661255,11.821828,11.513647,12.601488,14.2456455,16.7278,19.546589,22.194757,17.46302604166667
USA,-5.6620183,-3.8577042,0.051682897,5.926177,11.959194,16.9164,19.6669,18.691568,14.49659,7.980858,0.6838347,-4.223826,6.885804674749999
UZB,-3.4299648,-1.5017186,4.7952485,13.455106,19.795237,24.570295,26.933344,25.0109,19.068798,11.60491,4.361945,-1.194602,11.955791508333334
VCT,25.287157,25.209173,25.833944,26.60642,27.693579,27.848623,27.533945,27.679815,27.593578,27.306421,26.849543,25.911007,26.779433749999995
VEN,25.063915,25.509228,26.019526,26.084158,25.671717,24.9804,24.778812,25.090502,25.45298,25.628986,25.55774,25.127514,25.413789833333336
VGB,23.594496,23.627522,24.004587,24.61468,25.584404,26.08257,26.238531,26.675228,26.655964,26.28532,25.572477,24.47523,25.28425075
VIR,23.706423,23.744038,24.121101,24.737614,25.79358,26.309174,26.455044,26.791742,26.777063,26.399082,25.691742,24.590826,25.426452416666663
VNM,19.888786,21.014923,22.535172,25.539387,26.93465,27.185022,27.08493,26.881191,26.161106,24.69953,22.680689,20.680256,24.273803499999996
VUT,25.29025,25.33834,25.10377,24.408947,23.43252,22.758327,22.19715,22.148891,22.42683,23.242926,24.168255,24.73458,23.770898833333334
WLF,27.328571,27.449106,27.244644,27.23527,26.97366,26.59866,26.106695,25.907589,26.300446,26.500895,26.941965,27.35268,26.828348416666667
WSM,27.210638,27.324183,27.330433,27.335415,26.890476,26.480433,26.06979,26.062872,26.356918,26.563467,26.88765,27.071875,26.798679166666663
YEM,19.041183,19.99136,21.574444,24.319454,26.644146,28.418537,27.5772,27.348507,26.75362,23.732489,21.093744,19.839506,23.8611825
ZAF,22.991753,22.725483,21.06017,17.963713,14.434135,11.525026,11.308992,13.119087,15.917233,18.452602,20.391508,22.082106,17.664317333333333
ZMB,23.085789,23.134222,22.998844,22.047308,19.871374,17.642282,17.237728,19.583303,22.885237,24.850248,24.381836,23.336737,21.754575666666664
ZWE,24.287998,24.008379,23.274633,21.60394,18.845552,16.252794,15.89092,18.07438,21.639664,24.43671,24.818043,24.394295,21.460608999999994
